datum,containerNummer,container_afvaltype,lediging_24h_later,telling_sinds_lediging,telling
2019-04-10,215,Papier,0,13,7
2019-04-11,215,Papier,0,19,6
2019-04-12,215,Papier,0,25,6
2019-04-13,215,Papier,0,29,4
2019-04-14,215,Papier,0,37,8
2019-04-15,215,Papier,0,46,9
2019-04-16,215,Papier,0,53,7
2019-04-09,216,PMD,0,3,3
2019-04-10,216,PMD,0,4,1
2019-04-12,216,PMD,0,5,1
2019-04-13,216,PMD,0,7,2
2019-04-14,216,PMD,0,11,4
2019-04-15,216,PMD,0,15,4
2019-04-16,216,PMD,0,17,2
2019-04-09,217,Rest,0,12,12
2019-04-10,217,Rest,0,22,10
2019-04-11,217,Rest,0,33,11
2019-04-12,217,Rest,1,48,15
2019-04-13,217,Rest,0,65,17
2019-04-14,217,Rest,0,75,10
2019-04-15,217,Rest,0,94,19
2019-04-16,217,Rest,0,115,21
2019-04-09,218,GFT,0,5,5
2019-04-10,218,GFT,0,8,3
2019-04-11,218,GFT,0,9,1
2019-04-12,218,GFT,0,13,4
2019-04-13,218,GFT,0,17,4
2019-04-14,218,GFT,0,23,6
2019-04-15,218,GFT,0,32,9
2019-04-16,218,GFT,0,34,2
2019-04-09,219,GFT,0,4,4
2019-04-10,219,GFT,0,10,6
2019-04-11,219,GFT,0,25,15
2019-04-12,219,GFT,0,29,4
2019-04-13,219,GFT,0,44,15
2019-04-14,219,GFT,0,58,14
2019-04-15,219,GFT,0,76,18
2019-04-16,219,GFT,0,91,15
2019-04-09,221,GFT,0,4,4
2019-04-10,221,GFT,0,12,8
2019-04-11,221,GFT,0,15,3
2019-04-12,221,GFT,0,18,3
2019-04-13,221,GFT,0,20,2
2019-04-14,221,GFT,0,22,2
2019-04-15,221,GFT,0,35,13
2019-04-16,221,GFT,0,43,8
2019-04-09,222,GFT,0,2,2
2019-04-10,222,GFT,0,6,4
2019-04-11,222,GFT,0,13,7
2019-04-12,222,GFT,0,17,4
2019-04-13,222,GFT,0,21,4
2019-04-14,222,GFT,0,23,2
2019-04-15,222,GFT,0,27,4
2019-04-16,222,GFT,0,37,10
2019-04-09,223,GFT,0,9,9
2019-04-10,223,GFT,0,13,4
2019-04-11,223,GFT,0,16,3
2019-04-12,223,GFT,0,17,1
2019-04-13,223,GFT,0,25,8
2019-04-14,223,GFT,0,28,3
2019-04-15,223,GFT,0,31,3
2019-04-16,223,GFT,0,37,6
2019-04-09,224,Rest,0,3,3
2019-04-10,224,Rest,0,4,1
2019-04-11,224,Rest,0,5,1
2019-04-12,224,Rest,0,9,4
2019-04-13,224,Rest,0,12,3
2019-04-14,224,Rest,0,13,1
2019-04-15,224,Rest,0,20,7
2019-04-16,224,Rest,0,23,3
2019-04-09,225,Papier,0,8,8
2019-04-10,225,Papier,0,12,4
2019-04-11,225,Papier,0,16,4
2019-04-12,225,Papier,0,19,3
2019-04-13,225,Papier,0,24,5
2019-04-14,225,Papier,0,29,5
2019-04-15,225,Papier,0,33,4
2019-04-16,225,Papier,0,37,4
2019-04-10,226,PMD,0,2,2
2019-04-12,226,PMD,0,3,1
2019-04-13,226,PMD,0,5,2
2019-04-15,226,PMD,0,6,1
2019-04-16,226,PMD,0,8,2
2019-04-09,227,Rest,0,3,3
2019-04-10,227,Rest,0,13,10
2019-04-11,227,Rest,0,23,10
2019-04-12,227,Rest,0,28,5
2019-04-13,227,Rest,0,31,3
2019-04-14,227,Rest,0,37,6
2019-04-15,227,Rest,0,43,6
2019-04-16,227,Rest,0,58,15
2019-04-09,228,GFT,0,6,6
2019-04-10,228,GFT,0,16,10
2019-04-11,228,GFT,0,24,8
2019-04-12,228,GFT,0,38,14
2019-04-13,228,GFT,0,43,5
2019-04-14,228,GFT,0,57,14
2019-04-15,228,GFT,0,71,14
2019-04-16,228,GFT,0,82,11
2019-04-09,230,Rest,0,4,4
2019-04-10,230,Rest,0,7,3
2019-04-11,230,Rest,0,9,2
2019-04-12,230,Rest,0,10,1
2019-04-13,230,Rest,0,12,2
2019-04-14,230,Rest,0,15,3
2019-04-15,230,Rest,0,17,2
2019-04-16,230,Rest,0,20,3
2019-04-10,231,PMD,0,2,2
2019-04-11,231,PMD,0,3,1
2019-04-12,231,PMD,0,4,1
2019-04-14,231,PMD,0,5,1
2019-04-16,231,PMD,0,6,1
2019-04-09,232,GFT,0,1,1
2019-04-10,232,GFT,0,2,1
2019-04-11,232,GFT,0,4,2
2019-04-12,232,GFT,0,10,6
2019-04-13,232,GFT,0,11,1
2019-04-16,232,GFT,0,13,2
2019-04-10,233,Papier,0,2,2
2019-04-11,233,Papier,0,4,2
2019-04-14,233,Papier,0,5,1
2019-04-15,233,Papier,0,7,2
2019-04-10,235,Papier,0,3,3
2019-04-11,235,Papier,0,4,1
2019-04-12,235,Papier,0,7,3
2019-04-13,235,Papier,0,8,1
2019-04-14,235,Papier,0,10,2
2019-04-15,235,Papier,0,11,1
2019-04-16,235,Papier,0,17,6
2019-04-09,236,GFT,0,2,2
2019-04-10,236,GFT,0,8,6
2019-04-11,236,GFT,0,14,6
2019-04-12,236,GFT,0,19,5
2019-04-13,236,GFT,0,25,6
2019-04-14,236,GFT,0,27,2
2019-04-15,236,GFT,0,33,6
2019-04-16,236,GFT,0,38,5
2019-04-09,237,Rest,0,4,4
2019-04-10,237,Rest,0,11,7
2019-04-11,237,Rest,0,12,1
2019-04-12,237,Rest,0,25,13
2019-04-13,237,Rest,0,33,8
2019-04-14,237,Rest,0,39,6
2019-04-15,237,Rest,1,43,4
2019-04-16,237,Rest,0,50,9
2019-04-16,237,Rest,0,2,9
2019-04-09,238,PMD,0,2,2
2019-04-11,238,PMD,0,3,1
2019-04-12,238,PMD,0,5,2
2019-04-13,238,PMD,0,6,1
2019-04-15,238,PMD,0,8,2
2019-04-16,238,PMD,0,9,1
2019-04-09,240,GFT,1,8,8
2019-04-10,240,GFT,0,15,7
2019-04-11,240,GFT,0,23,8
2019-04-12,240,GFT,0,31,8
2019-04-13,240,GFT,0,36,5
2019-04-14,240,GFT,0,40,4
2019-04-15,240,GFT,0,48,8
2019-04-16,240,GFT,0,53,5
2019-04-09,241,Rest,0,12,17
2019-04-09,241,Rest,0,5,17
2019-04-10,241,Rest,1,14,9
2019-04-11,241,Rest,0,28,32
2019-04-11,241,Rest,0,18,32
2019-04-12,241,Rest,0,29,11
2019-04-13,241,Rest,0,48,19
2019-04-14,241,Rest,1,68,20
2019-04-15,241,Rest,0,70,15
2019-04-15,241,Rest,0,25,15
2019-04-16,241,Rest,0,52,27
2019-04-09,242,Papier,1,5,5
2019-04-10,242,Papier,0,7,7
2019-04-11,242,Papier,0,20,13
2019-04-12,242,Papier,0,24,4
2019-04-13,242,Papier,0,31,7
2019-04-14,242,Papier,1,46,15
2019-04-15,242,Papier,1,49,8
2019-04-15,242,Papier,1,5,8
2019-04-16,242,Papier,0,13,13
2019-04-09,243,PMD,0,3,3
2019-04-10,243,PMD,0,7,4
2019-04-11,243,PMD,0,13,6
2019-04-12,243,PMD,0,14,1
2019-04-13,243,PMD,0,19,5
2019-04-14,243,PMD,0,25,6
2019-04-15,243,PMD,0,30,5
2019-04-16,243,PMD,0,36,6
2019-04-09,245,Rest,0,11,11
2019-04-10,245,Rest,0,21,10
2019-04-11,245,Rest,0,30,9
2019-04-12,245,Rest,0,42,12
2019-04-13,245,Rest,0,47,5
2019-04-14,245,Rest,1,55,8
2019-04-15,245,Rest,0,70,15
2019-04-16,245,Rest,0,88,18
2019-04-09,246,Papier,0,8,8
2019-04-10,246,Papier,0,15,7
2019-04-11,246,Papier,0,22,7
2019-04-12,246,Papier,0,30,8
2019-04-13,246,Papier,0,32,2
2019-04-14,246,Papier,0,36,4
2019-04-15,246,Papier,0,48,12
2019-04-16,246,Papier,0,63,15
2019-04-09,247,GFT,0,4,4
2019-04-10,247,GFT,0,8,4
2019-04-11,247,GFT,1,14,6
2019-04-12,247,GFT,0,23,9
2019-04-13,247,GFT,0,31,8
2019-04-14,247,GFT,0,36,5
2019-04-15,247,GFT,0,41,5
2019-04-16,247,GFT,0,48,7
2019-04-09,248,PMD,0,6,6
2019-04-10,248,PMD,1,19,13
2019-04-11,248,PMD,0,27,8
2019-04-12,248,PMD,0,33,6
2019-04-13,248,PMD,0,47,14
2019-04-14,248,PMD,0,52,5
2019-04-15,248,PMD,0,63,11
2019-04-16,248,PMD,0,77,14
2019-04-09,249,Rest,0,6,6
2019-04-10,249,Rest,0,20,14
2019-04-11,249,Rest,1,26,6
2019-04-12,249,Rest,0,30,4
2019-04-13,249,Rest,0,36,6
2019-04-14,249,Rest,0,37,1
2019-04-15,249,Rest,0,43,6
2019-04-16,249,Rest,0,55,12
2019-04-09,250,Papier,0,4,4
2019-04-10,250,Papier,1,10,6
2019-04-11,250,Papier,0,13,10
2019-04-11,250,Papier,0,6,10
2019-04-11,250,Papier,0,1,10
2019-04-12,250,Papier,0,8,7
2019-04-13,250,Papier,0,21,13
2019-04-14,250,Papier,0,39,18
2019-04-15,250,Papier,1,49,10
2019-04-16,250,Papier,0,28,15
2019-04-09,251,GFT,0,14,14
2019-04-10,251,GFT,1,26,12
2019-04-11,251,GFT,0,30,4
2019-04-12,251,GFT,0,39,9
2019-04-13,251,GFT,0,48,9
2019-04-14,251,GFT,0,61,13
2019-04-15,251,GFT,0,68,7
2019-04-16,251,GFT,0,80,12
2019-04-09,252,PMD,0,9,9
2019-04-10,252,PMD,0,19,10
2019-04-11,252,PMD,0,24,5
2019-04-12,252,PMD,0,34,10
2019-04-13,252,PMD,0,43,9
2019-04-14,252,PMD,1,57,14
2019-04-15,252,PMD,0,60,3
2019-04-16,252,PMD,0,72,12
2019-04-09,253,Rest,0,8,11
2019-04-09,253,Rest,0,3,11
2019-04-10,253,Rest,1,22,19
2019-04-11,253,Rest,0,31,12
2019-04-11,253,Rest,0,11,12
2019-04-12,253,Rest,0,17,6
2019-04-13,253,Rest,0,33,16
2019-04-14,253,Rest,0,50,17
2019-04-15,253,Rest,0,66,16
2019-04-16,253,Rest,0,91,25
2019-04-09,255,Papier,0,13,13
2019-04-10,255,Papier,0,25,12
2019-04-11,255,Papier,0,35,10
2019-04-12,255,Papier,0,43,8
2019-04-13,255,Papier,0,48,5
2019-04-14,255,Papier,0,52,4
2019-04-15,255,Papier,0,60,8
2019-04-16,255,Papier,0,73,13
2019-04-09,256,PMD,0,4,4
2019-04-10,256,PMD,0,7,3
2019-04-11,256,PMD,0,20,13
2019-04-12,256,PMD,0,28,8
2019-04-13,256,PMD,0,40,12
2019-04-14,256,PMD,1,46,6
2019-04-15,256,PMD,0,55,9
2019-04-16,256,PMD,0,64,9
2019-04-09,257,GFT,0,8,8
2019-04-10,257,GFT,0,14,6
2019-04-11,257,GFT,0,21,7
2019-04-12,257,GFT,0,28,7
2019-04-13,257,GFT,0,39,11
2019-04-14,257,GFT,0,45,6
2019-04-15,257,GFT,0,57,12
2019-04-16,257,GFT,0,60,3
2019-04-09,258,Rest,0,12,12
2019-04-10,258,Rest,0,20,8
2019-04-11,258,Rest,0,31,11
2019-04-12,258,Rest,0,39,8
2019-04-13,258,Rest,0,55,16
2019-04-14,258,Rest,0,62,7
2019-04-15,258,Rest,0,80,18
2019-04-16,258,Rest,0,100,20
2019-04-09,260,Rest,0,8,8
2019-04-10,260,Rest,0,16,8
2019-04-11,260,Rest,0,26,10
2019-04-12,260,Rest,0,41,15
2019-04-13,260,Rest,0,50,9
2019-04-14,260,Rest,0,56,6
2019-04-15,260,Rest,0,68,12
2019-04-16,260,Rest,0,81,13
2019-04-09,261,PMD,0,8,8
2019-04-10,261,PMD,0,12,4
2019-04-11,261,PMD,1,24,12
2019-04-12,261,PMD,0,29,5
2019-04-13,261,PMD,0,36,7
2019-04-14,261,PMD,0,39,3
2019-04-15,261,PMD,0,47,8
2019-04-16,261,PMD,0,55,8
2019-04-09,262,Papier,0,12,12
2019-04-10,262,Papier,0,18,6
2019-04-11,262,Papier,0,30,12
2019-04-12,262,Papier,0,41,11
2019-04-13,262,Papier,0,50,9
2019-04-14,262,Papier,0,56,6
2019-04-15,262,Papier,0,66,10
2019-04-16,262,Papier,0,73,7
2019-04-09,263,GFT,0,11,11
2019-04-10,263,GFT,1,18,7
2019-04-11,263,GFT,0,26,8
2019-04-12,263,GFT,0,34,8
2019-04-13,263,GFT,0,45,11
2019-04-14,263,GFT,0,51,6
2019-04-15,263,GFT,0,60,9
2019-04-16,263,GFT,0,68,8
2019-04-09,264,Rest,0,18,18
2019-04-10,264,Rest,0,32,14
2019-04-11,264,Rest,0,46,14
2019-04-12,264,Rest,0,64,18
2019-04-13,264,Rest,0,75,11
2019-04-14,264,Rest,0,85,10
2019-04-15,264,Rest,0,116,31
2019-04-16,264,Rest,0,133,17
2019-04-09,266,Rest,0,6,6
2019-04-10,266,Rest,0,10,4
2019-04-11,266,Rest,0,13,3
2019-04-12,266,Rest,0,18,5
2019-04-13,266,Rest,0,25,7
2019-04-14,266,Rest,0,32,7
2019-04-15,266,Rest,0,37,5
2019-04-16,266,Rest,0,39,2
2019-04-09,267,GFT,0,12,12
2019-04-10,267,GFT,1,19,7
2019-04-11,267,GFT,0,24,5
2019-04-12,267,GFT,0,27,3
2019-04-13,267,GFT,0,34,7
2019-04-14,267,GFT,0,48,14
2019-04-15,267,GFT,0,59,11
2019-04-16,267,GFT,0,72,13
2019-04-09,268,Papier,0,1,1
2019-04-10,268,Papier,0,4,3
2019-04-12,268,Papier,0,6,2
2019-04-13,268,Papier,0,8,2
2019-04-14,268,Papier,0,12,4
2019-04-15,268,Papier,0,13,1
2019-04-16,268,Papier,0,15,2
2019-04-16,269,PMD,0,2,2
2019-04-09,270,GFT,0,14,14
2019-04-10,270,GFT,0,28,14
2019-04-11,270,GFT,0,39,11
2019-04-12,270,GFT,0,44,5
2019-04-13,270,GFT,0,63,19
2019-04-14,270,GFT,0,77,14
2019-04-15,270,GFT,0,87,10
2019-04-16,270,GFT,0,102,15
2019-04-09,271,Rest,0,8,13
2019-04-09,271,Rest,0,5,13
2019-04-10,271,Rest,0,15,7
2019-04-11,271,Rest,0,25,10
2019-04-12,271,Rest,0,40,15
2019-04-13,271,Rest,0,60,20
2019-04-14,271,Rest,1,81,21
2019-04-15,271,Rest,0,82,21
2019-04-15,271,Rest,0,25,21
2019-04-16,271,Rest,0,38,13
2019-04-09,272,PMD,0,4,4
2019-04-10,272,PMD,0,8,4
2019-04-11,272,PMD,0,10,2
2019-04-12,272,PMD,0,14,4
2019-04-13,272,PMD,0,20,6
2019-04-14,272,PMD,1,27,7
2019-04-15,272,PMD,0,30,3
2019-04-16,272,PMD,0,35,5
2019-04-09,273,Papier,0,5,5
2019-04-10,273,Papier,0,9,4
2019-04-11,273,Papier,0,12,3
2019-04-12,273,Papier,0,22,10
2019-04-13,273,Papier,0,28,6
2019-04-14,273,Papier,0,41,13
2019-04-15,273,Papier,0,54,13
2019-04-16,273,Papier,0,61,7
2019-04-09,275,Papier,0,3,3
2019-04-10,275,Papier,0,6,3
2019-04-11,275,Papier,0,8,2
2019-04-12,275,Papier,0,11,3
2019-04-13,275,Papier,0,15,4
2019-04-14,275,Papier,0,19,4
2019-04-15,275,Papier,0,22,3
2019-04-16,275,Papier,0,24,2
2019-04-09,276,PMD,0,1,1
2019-04-10,276,PMD,0,4,3
2019-04-11,276,PMD,0,8,4
2019-04-13,276,PMD,0,11,3
2019-04-14,276,PMD,0,14,3
2019-04-15,276,PMD,0,16,2
2019-04-16,276,PMD,0,18,2
2019-04-09,277,GFT,0,2,2
2019-04-10,277,GFT,0,3,1
2019-04-11,277,GFT,0,5,2
2019-04-12,277,GFT,0,6,1
2019-04-14,277,GFT,0,9,3
2019-04-15,277,GFT,0,10,1
2019-04-16,277,GFT,0,11,1
2019-04-09,278,Rest,0,2,2
2019-04-10,278,Rest,0,5,3
2019-04-11,278,Rest,0,6,1
2019-04-12,278,Rest,0,7,1
2019-04-13,278,Rest,0,8,1
2019-04-14,278,Rest,0,10,2
2019-04-15,278,Rest,0,17,7
2019-04-16,278,Rest,0,18,1
2019-04-09,279,GFT,0,6,6
2019-04-10,279,GFT,0,10,4
2019-04-11,279,GFT,0,12,2
2019-04-12,279,GFT,0,14,2
2019-04-13,279,GFT,0,19,5
2019-04-14,279,GFT,0,24,5
2019-04-15,279,GFT,0,30,6
2019-04-16,279,GFT,0,38,8
2019-04-09,280,Rest,0,9,9
2019-04-10,280,Rest,1,13,4
2019-04-11,280,Rest,0,14,1
2019-04-12,280,Rest,0,17,3
2019-04-13,280,Rest,0,24,7
2019-04-14,280,Rest,0,28,4
2019-04-15,280,Rest,0,35,7
2019-04-16,280,Rest,0,43,8
2019-04-09,281,GFT,0,8,8
2019-04-10,281,GFT,0,14,6
2019-04-11,281,GFT,0,24,10
2019-04-12,281,GFT,0,31,7
2019-04-13,281,GFT,0,39,8
2019-04-14,281,GFT,0,47,8
2019-04-15,281,GFT,0,58,11
2019-04-16,281,GFT,0,65,7
2019-04-09,282,Rest,0,25,25
2019-04-10,282,Rest,0,50,25
2019-04-11,282,Rest,1,72,22
2019-04-12,282,Rest,0,88,21
2019-04-12,282,Rest,0,5,21
2019-04-13,282,Rest,0,28,23
2019-04-14,282,Rest,1,59,31
2019-04-15,282,Rest,1,61,33
2019-04-15,282,Rest,1,31,33
2019-04-16,282,Rest,0,101,29
2019-04-16,282,Rest,0,47,29
2019-04-09,283,Papier,0,15,16
2019-04-09,283,Papier,0,1,16
2019-04-10,283,Papier,0,23,8
2019-04-11,283,Papier,0,30,7
2019-04-12,283,Papier,1,39,9
2019-04-13,283,Papier,0,43,16
2019-04-13,283,Papier,0,12,16
2019-04-14,283,Papier,1,33,21
2019-04-15,283,Papier,0,34,10
2019-04-15,283,Papier,0,10,10
2019-04-16,283,Papier,0,18,8
2019-04-09,284,PMD,0,6,6
2019-04-10,284,PMD,0,15,9
2019-04-11,284,PMD,0,18,3
2019-04-12,284,PMD,0,23,5
2019-04-13,284,PMD,0,33,10
2019-04-14,284,PMD,0,45,12
2019-04-15,284,PMD,0,59,14
2019-04-16,284,PMD,0,73,14
2019-04-09,285,Papier,0,5,5
2019-04-10,285,Papier,0,11,6
2019-04-11,285,Papier,0,14,3
2019-04-12,285,Papier,0,19,5
2019-04-13,285,Papier,0,26,7
2019-04-14,285,Papier,1,39,13
2019-04-15,285,Papier,0,43,4
2019-04-16,285,Papier,0,53,10
2019-04-09,286,PMD,0,1,1
2019-04-10,286,PMD,0,4,3
2019-04-11,286,PMD,0,6,2
2019-04-12,286,PMD,0,7,1
2019-04-13,286,PMD,0,10,3
2019-04-14,286,PMD,0,12,2
2019-04-15,286,PMD,0,15,3
2019-04-16,286,PMD,0,20,5
2019-04-09,287,Rest,0,8,8
2019-04-10,287,Rest,0,16,8
2019-04-11,287,Rest,0,25,9
2019-04-12,287,Rest,0,30,5
2019-04-13,287,Rest,0,42,12
2019-04-14,287,Rest,0,56,14
2019-04-15,287,Rest,0,69,13
2019-04-16,287,Rest,0,91,22
2019-04-09,288,GFT,0,6,6
2019-04-10,288,GFT,0,10,4
2019-04-11,288,GFT,0,16,6
2019-04-12,288,GFT,0,17,1
2019-04-13,288,GFT,0,20,3
2019-04-14,288,GFT,1,23,3
2019-04-15,288,GFT,0,29,6
2019-04-16,288,GFT,0,35,6
2019-04-11,291,PMD,1,2,2
2019-04-12,291,PMD,0,4,2
2019-04-13,291,PMD,0,5,1
2019-04-14,291,PMD,0,9,4
2019-04-15,291,PMD,0,12,3
2019-04-16,291,PMD,0,13,1
2019-04-09,292,Papier,0,5,5
2019-04-10,292,Papier,0,7,2
2019-04-11,292,Papier,1,8,1
2019-04-12,292,Papier,0,13,5
2019-04-13,292,Papier,0,14,1
2019-04-14,292,Papier,0,18,4
2019-04-15,292,Papier,0,20,2
2019-04-16,292,Papier,0,24,4
2019-04-09,293,GFT,0,2,2
2019-04-11,293,GFT,0,3,1
2019-04-12,293,GFT,0,8,5
2019-04-14,293,GFT,0,14,6
2019-04-15,293,GFT,0,17,3
2019-04-09,294,Rest,0,11,11
2019-04-10,294,Rest,1,23,12
2019-04-11,294,Rest,1,24,8
2019-04-11,294,Rest,1,7,8
2019-04-12,294,Rest,0,32,17
2019-04-12,294,Rest,0,16,17
2019-04-13,294,Rest,0,43,11
2019-04-14,294,Rest,0,57,14
2019-04-15,294,Rest,0,64,7
2019-04-16,294,Rest,0,79,15
2019-04-09,295,Papier,0,6,6
2019-04-10,295,Papier,0,11,5
2019-04-11,295,Papier,0,16,5
2019-04-12,295,Papier,0,24,8
2019-04-13,295,Papier,0,27,3
2019-04-14,295,Papier,0,36,9
2019-04-15,295,Papier,0,38,2
2019-04-16,295,Papier,0,46,8
2019-04-09,296,PMD,0,1,1
2019-04-10,296,PMD,0,3,2
2019-04-12,296,PMD,0,5,2
2019-04-13,296,PMD,0,6,1
2019-04-14,296,PMD,0,9,3
2019-04-15,296,PMD,0,11,2
2019-04-16,296,PMD,0,14,3
2019-04-09,298,Papier,0,4,4
2019-04-10,298,Papier,0,6,2
2019-04-12,298,Papier,0,8,2
2019-04-13,298,Papier,1,10,2
2019-04-14,298,Papier,0,11,1
2019-04-15,298,Papier,0,14,3
2019-04-16,298,Papier,0,15,1
2019-04-10,299,PMD,0,1,1
2019-04-11,299,PMD,0,2,1
2019-04-12,299,PMD,0,3,1
2019-04-14,299,PMD,0,6,3
2019-04-15,299,PMD,0,8,2
2019-04-16,299,PMD,0,12,4
2019-04-10,300,Rest,0,2,2
2019-04-12,300,Rest,0,4,2
2019-04-13,300,Rest,0,13,9
2019-04-14,300,Rest,0,20,7
2019-04-15,300,Rest,0,22,2
2019-04-16,300,Rest,0,30,8
2019-04-09,301,Papier,0,4,4
2019-04-10,301,Papier,0,8,4
2019-04-12,301,Papier,0,13,5
2019-04-13,301,Papier,0,16,3
2019-04-14,301,Papier,0,22,6
2019-04-15,301,Papier,0,29,7
2019-04-16,301,Papier,0,35,6
2019-04-09,302,PMD,0,3,3
2019-04-10,302,PMD,0,8,5
2019-04-11,302,PMD,0,9,1
2019-04-12,302,PMD,0,12,3
2019-04-13,302,PMD,0,14,2
2019-04-14,302,PMD,0,21,7
2019-04-15,302,PMD,0,24,3
2019-04-16,302,PMD,0,27,3
2019-04-09,303,GFT,0,7,7
2019-04-11,303,GFT,0,10,3
2019-04-12,303,GFT,0,15,5
2019-04-14,303,GFT,0,22,7
2019-04-15,303,GFT,0,27,5
2019-04-16,303,GFT,0,30,3
2019-04-09,304,Rest,1,8,8
2019-04-10,304,Rest,0,11,10
2019-04-10,304,Rest,0,7,10
2019-04-11,304,Rest,0,16,9
2019-04-12,304,Rest,0,21,5
2019-04-13,304,Rest,0,26,5
2019-04-14,304,Rest,0,38,12
2019-04-15,304,Rest,1,44,6
2019-04-16,304,Rest,0,47,10
2019-04-16,304,Rest,0,18,10
2019-04-09,305,PMD,0,1,1
2019-04-10,305,PMD,0,2,1
2019-04-11,305,PMD,0,3,1
2019-04-12,305,PMD,0,5,2
2019-04-13,305,PMD,0,7,2
2019-04-14,305,PMD,0,9,2
2019-04-15,305,PMD,0,10,1
2019-04-16,305,PMD,0,11,1
2019-04-09,306,Papier,0,2,2
2019-04-10,306,Papier,0,4,2
2019-04-11,306,Papier,0,8,4
2019-04-12,306,Papier,0,10,2
2019-04-13,306,Papier,0,14,4
2019-04-14,306,Papier,0,17,3
2019-04-15,306,Papier,0,21,4
2019-04-16,306,Papier,0,24,3
2019-04-10,307,GFT,0,2,2
2019-04-11,307,GFT,0,5,3
2019-04-12,307,GFT,0,9,4
2019-04-13,307,GFT,0,13,4
2019-04-14,307,GFT,0,19,6
2019-04-15,307,GFT,0,23,4
2019-04-16,307,GFT,0,26,3
2019-04-09,308,Rest,0,3,3
2019-04-10,308,Rest,0,9,6
2019-04-11,308,Rest,0,14,5
2019-04-12,308,Rest,0,18,4
2019-04-13,308,Rest,0,23,5
2019-04-14,308,Rest,0,26,3
2019-04-15,308,Rest,0,30,4
2019-04-16,308,Rest,0,33,3
2019-04-09,309,Rest,0,4,4
2019-04-10,309,Rest,1,14,10
2019-04-11,309,Rest,0,21,7
2019-04-12,309,Rest,0,26,5
2019-04-13,309,Rest,0,34,8
2019-04-14,309,Rest,0,40,6
2019-04-15,309,Rest,0,42,2
2019-04-16,309,Rest,0,47,5
2019-04-09,310,Rest,0,2,2
2019-04-10,310,Rest,0,4,2
2019-04-11,310,Rest,0,10,6
2019-04-12,310,Rest,0,15,5
2019-04-13,310,Rest,0,19,4
2019-04-14,310,Rest,0,23,4
2019-04-15,310,Rest,1,25,2
2019-04-16,310,Rest,0,33,8
2019-04-09,311,GFT,0,3,3
2019-04-10,311,GFT,0,8,5
2019-04-11,311,GFT,0,9,1
2019-04-12,311,GFT,0,10,1
2019-04-13,311,GFT,0,11,1
2019-04-14,311,GFT,0,14,3
2019-04-15,311,GFT,0,18,4
2019-04-16,311,GFT,0,24,6
2019-04-09,312,PMD,0,1,1
2019-04-10,312,PMD,0,3,2
2019-04-11,312,PMD,0,6,3
2019-04-12,312,PMD,0,7,1
2019-04-13,312,PMD,0,8,1
2019-04-14,312,PMD,0,9,1
2019-04-15,312,PMD,0,10,1
2019-04-16,312,PMD,0,12,2
2019-04-09,313,Papier,0,5,5
2019-04-10,313,Papier,0,10,5
2019-04-11,313,Papier,0,16,6
2019-04-12,313,Papier,0,17,1
2019-04-14,313,Papier,0,18,1
2019-04-15,313,Papier,0,24,6
2019-04-16,313,Papier,0,25,1
2019-04-09,314,Rest,0,3,3
2019-04-10,314,Rest,0,8,5
2019-04-11,314,Rest,0,10,2
2019-04-12,314,Rest,0,21,11
2019-04-13,314,Rest,0,28,7
2019-04-14,314,Rest,0,34,6
2019-04-15,314,Rest,1,36,2
2019-04-16,314,Rest,0,45,9
2019-04-09,315,GFT,0,2,2
2019-04-10,315,GFT,0,6,4
2019-04-11,315,GFT,0,7,1
2019-04-12,315,GFT,0,11,4
2019-04-14,315,GFT,0,12,1
2019-04-16,315,GFT,0,15,3
2019-04-09,316,Rest,0,9,14
2019-04-09,316,Rest,0,5,14
2019-04-10,316,Rest,0,22,17
2019-04-11,316,Rest,0,43,21
2019-04-12,316,Rest,0,61,18
2019-04-13,316,Rest,0,77,16
2019-04-14,316,Rest,1,95,18
2019-04-15,316,Rest,0,97,28
2019-04-15,316,Rest,0,35,28
2019-04-16,316,Rest,0,59,24
2019-04-09,317,GFT,0,12,12
2019-04-10,317,GFT,0,19,7
2019-04-11,317,GFT,0,35,16
2019-04-12,317,GFT,0,42,7
2019-04-13,317,GFT,0,53,11
2019-04-14,317,GFT,0,66,13
2019-04-15,317,GFT,0,81,15
2019-04-16,317,GFT,0,92,11
2019-04-09,318,PMD,0,9,9
2019-04-10,318,PMD,0,18,9
2019-04-11,318,PMD,0,27,9
2019-04-12,318,PMD,0,37,10
2019-04-13,318,PMD,0,48,11
2019-04-14,318,PMD,0,59,11
2019-04-15,318,PMD,0,75,16
2019-04-16,318,PMD,0,84,9
2019-04-09,319,Papier,0,10,10
2019-04-10,319,Papier,1,23,13
2019-04-11,319,Papier,0,27,16
2019-04-11,319,Papier,0,12,16
2019-04-12,319,Papier,0,20,8
2019-04-13,319,Papier,0,32,12
2019-04-14,319,Papier,1,47,15
2019-04-15,319,Papier,0,37,10
2019-04-16,319,Papier,0,49,12
2019-04-09,321,Rest,0,4,4
2019-04-10,321,Rest,0,13,9
2019-04-11,321,Rest,0,24,11
2019-04-12,321,Rest,0,27,3
2019-04-13,321,Rest,0,34,7
2019-04-14,321,Rest,0,36,2
2019-04-15,321,Rest,0,45,9
2019-04-16,321,Rest,0,51,6
2019-04-10,322,GFT,0,2,2
2019-04-11,322,GFT,0,8,6
2019-04-12,322,GFT,0,12,4
